favorite_count,full_text,hashtags,retweet_count,year,party_id
146,b'At #texasmotorspeedway with #PatriotMobile! #tcot #ccot https://t.co/JXKFAxZwn6',texasmotorspeedway PatriotMobile tcot ccot,28,2019,R
5,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8I\xe2\x80\x99m proud that Southern Illinois produces some of the best students in this country to lead a new generation. #twill #IL12  https://t.co/uC1DllK5Qh',twill IL12,0,2019,R
18,b'Thank you to all first responders &amp; civilians who are helping the people of #Texas during this dangerous time!',Texas,7,2017,D
2,b'On #PurpleHeartDay we honor the sacrifice of so many brave men and women in uniform who fought to defend our country http://t.co/eEr2wZAI6e',PurpleHeartDay,3,2015,D
41,"b'This is troubling news. We aren\xe2\x80\x99t just suffering from the effects of climate change \xe2\x80\x94we\xe2\x80\x99re desperately losing. If we, as a nation, don\xe2\x80\x99t commit to reducing carbon emissions, then the threats of climate change will only get worse. \nWe can\xe2\x80\x99t afford to wait any longer. #ActonClimate https://t.co/0p96lTQ6XC'",ActonClimate,12,2018,D
8,"b'Since President Trump\xe2\x80\x99s election 503,000 manufacturing jobs have been created, compared to 78,000 in the last two years of the Obama Administration! #MAGA'",MAGA,5,2019,R
108,"b""ICYMI: If you missed our Facebook Live event last night, or if you aren't on Facebook, you can view it on my website (no Facebook account needed). Topics: pronoun police, Convention of States, and government #shutdown. #tcot #ccot #bcot  https://t.co/d8eLy2MFep""",shutdown tcot ccot bcot,22,2018,R
3,b'Alexander argues #TimeCardRule \xe2\x80\x9cwould force even mid-level managers to punch a clock\xe2\x80\x9d via @KnoxNews https://t.co/momdzlO4Bk',TimeCardRule,4,2016,R
246,b'Happy Resurrection Sunday!!! #Easter \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd',Easter,23,2019,D
0,"b""RT @PPVNH: \xf0\x9f\x92\xafWe're fighting for #SexEd in both Washingtons! Thank you for being a champion for sex ed, @RepJayapal! \n\nYoung people deserve t\xe2\x80\xa6""",SexEd,9,2019,D
6,"b""Terrific: @GopherFootball honoring @MNNationalGuard and the USS Minnesota at today's Big Ten opener! #SkiUMah #RTB https://t.co/ILTUce161u""",SkiUMah RTB,4,2017,D
9,b'#PPP has been a lifeline for America\xe2\x80\x99s #SmallBusiness community. But Black/Brown business owners are being left behind with only 12% receiving loans they applied for.\n\n@USTreasury &amp; @SBAgov must commit to tackling this disparity with remaining #PPP funds.\n\nhttps://t.co/9oxIVYxghp',PPP SmallBusiness PPP,7,2020,D
210,"b'If you or someone you know need assistance with veterans benefits, please call my office at 802-652-2450. We will make every effort to help you. #vtpoli #VeteransDay'",vtpoli VeteransDay,79,2019,D
4,b'I hope everyone in Western #PA and across America had a wonderful #Christmas with family and loved ones! God bless! https://t.co/roRLZgshIf https://t.co/CTdpCSTWO4',PA Christmas,2,2016,R
0,b'Today is the 2 yr anniversary of @BarackObama signing #Obamacare into law. Americans deserve better. View my statement: http://t.co/p6bnKsaG',Obamacare,1,2012,R
151,b'It was a critical day in @HouseJudiciary - we consider the outright defiance of #BillBarr &amp; his refusal to comply with a duly authorized subpoena.  The American people must know the full story about how Russia interfered in our election &amp; whether &amp; how that crime was #obstructed https://t.co/XHnLRs7oWz',BillBarr obstructed,59,2019,D
360,"b'A very happy 100th birthday to Mr. J.B. Humphrey!\n\nThis #WW2 veteran loves his country, and I sent him a special American flag to let him know we love and honor him right back! https://t.co/nRqLLNWCFo'",WW2,82,,R
0,"b'""The Reform Governors Who Led the Way"" via @KimStrassel http://t.co/n44DBmw1 #tcot'",tcot,0,2012,R
6,"b""We've got'em right where we want'em. \n\nOur backs to the wall - that's where #Astros play their best.  \n\nGo #Stros!\n#TakeItBack https://t.co/uzxIIgWGl1""",Astros Stros TakeItBack,0,2019,R
9,"b'As the son of a foreign service officer, I know the great risks these unsung heroes take on a daily basis. #Benghazi'",Benghazi,1,2015,D
7,b'The #StudentSuccessAct will help more students get a good #education \xe2\x80\x93 no matter where they\xe2\x80\x99re from. http://t.co/jRTKotDimu #HR5',StudentSuccessAct education HR5,5,2015,R
0,b'.@MAPI_Mfg_Info says proposed ozone standard will cost economy $1 trillion a year & destroy 7.3 million #jobs http://goo.gl/l2rIH #REINS Act',jobs REINS,3,2011,R
13,b'Open Enrollment to sign up for health insurance is six weeks \xe2\x80\x93 November 1 to December 15. You can visit https://t.co/VbhAW2eid1 to #GetCovered for 2019.',GetCovered,5,2018,D
101,"b""It was great to be with President Mearns at this year's @BallState Homecoming! Best wishes to all the Cardinals, past and present, celebrating this weekend. \xe2\x80\x93 Joe #ChirpChirp https://t.co/jN83ufAsLR""",ChirpChirp,28,2017,D
1,b'Lipinski Celebrates Official Completion of Stone Avenue @Metra Station Renovations in #LaGrange\nhttps://t.co/1Eqlzugr9L https://t.co/Fmu57jeWd6',LaGrange,1,2017,D
288,"b'The December #jobsreport showed that 145,000 jobs were created last month, while the unemployment rate remained at 3.5%.\n\nWith more jobs, higher wages, and improved trade policies, our ecocomy is booming! https://t.co/0PJghARFo3'",jobsreport,77,2020,R
105,"b'You better believe I\xe2\x80\x99m not gonna miss an opportunity to post pictures of my very good girls on social media. Happy #NationalPetDay, everyone! https://t.co/no8Zy4CgFI'",NationalPetDay,10,2019,D
2,b'I had a great time visiting the @Brookshires_ in Wylie this afternoon. #TX32 http://t.co/LuZqBanlUv',TX32,2,2014,R
10560,b'LGBT rights are human rights. Prejudice is prejudice; inhumanity is inhumanity.  #IDAHOT #IDAHOT2017 https://t.co/XyAWDqAtAJ',IDAHOT IDAHOT2017,3256,2017,D
3,b'Our tax code burdens families &amp; job creators w/ excessive paperwork &amp; compliance costs. #TaxReform can fix this: https://t.co/R5GbZRGSlR https://t.co/sbEm9M32QM',TaxReform,1,2017,R
10,"b'Smart move by #NewZealand today to block the internationally recognized cyber security risk  #Huawei. Other allies and partners should follow the example set by the U.S., Australia and New Zealand to protect network security. https://t.co/LZKggkRQt6'",NewZealand Huawei,0,2018,R
16,"b'We can\xe2\x80\x99t forget, we won\xe2\x80\x99t forget, and we WILL continue to fight against racial injustice and police brutality in America #SayHisName #RIPMikeBrown \xe2\x9c\x8a\xf0\x9f\x8f\xbe https://t.co/NJbKquaP5G'",SayHisName RIPMikeBrown,4,2019,D
120,"b'The #MovingForward plan will create almost 10 million jobs, by investing $760 billion in:\n-Modern Highways &amp; Highway Safety\n-Passenger Rail\n-Airports\n-Clean Water and Wastewater infrastructure\n-Ports and Harbors\n-Brownfield Restoration\n-Broadband\n-And so much more\n#ForThePeople'",MovingForward ForThePeople,40,2020,D
2,"b""Discussing the repeal of SGR &amp; reforming our nation's healthcare system w/ @BobCusack at  #hillhealthforum https://t.co/rXFYNIHwoX""",hillhealthforum,6,2016,R
4,b'Had a chance to visit with Allan Hathaway of The Purple Onion @CapitolMarketWV. WV has so many great small businesses! #SmallBiz https://t.co/6xq2XEtnkN',SmallBiz,1,2017,R
0,b'A #HOF day on both the North and South sides. Congratulations to Greg Maddux and Frank Thomas on today\xe2\x80\x99s announcement.',HOF,1,2014,D
329,"b""Here's exactly what Republicans are trying to take away from you as they work to repeal the #ACA and the 10 benefits it guarantees:""",ACA,302,2017,D
0,"b""If you're up, tune in to the George Hale and Ric Tyler show. I'll be on to talk about the President vetoing the #KeystoneXL. #mepolitics""",KeystoneXL mepolitics,2,2015,R
218,"b'Our next #CA15 Community Hero is Janelle Morimoto, the Director of the San Lorenzo Food Bank, who works around the clock to deliver food to the elderly and our most vulnerable. Thank you for your service to our community, Janelle! https://t.co/3uaNQ3qJQo'",CA15,43,2020,D
9,"b'\xc2\xa1La NASA est\xc3\xa1 aceptando solicitudes para la pr\xc3\xb3xima promoci\xc3\xb3n de astronautas por primera vez en cuatro a\xc3\xb1os! \nSi alguna vez quisiste #SerUnAstronauta #BeAnAstronaut, \xc2\xa1@NASA ahora est\xc3\xa1 contratando! Solicite en https://t.co/G1G62HB2kw. https://t.co/jmFDzz7pM0'",SerUnAstronauta BeAnAstronaut,5,2020,D
63,b'Just Now: @realDonaldTrump tells crowd in Grand Rapids he will fully fund the #GLRI (Great Lakes Restoration Initiative)! This is a big win for #Mi01 and the #GreatLakes\n\nThank you for your attention to Michigan Mr. President.',GLRI Mi01 GreatLakes,23,2019,R
13,b'Thank you for your service to our nation and your dedication to helping those who served. It\xe2\x80\x99s been a privilege to work with you as well. #FL07 https://t.co/mVsw08yC1C',FL07,3,2018,D
2,b'VIDEO: #Startups are a major force for job creation in the US\xe2\x80\x94We must support them w/ federal policies. #StartupDay https://t.co/bdTMQQNdrQ',Startups StartupDay,3,2016,D
796,"b'""There\'s only one person in this race who will be there... That\'s Hillary Clinton\'s life story."" -VP Biden #DemsInPhilly'",DemsInPhilly,291,2016,D
4,"b'Gonzales, top ten on safest city list https://t.co/K6u7iWkkuA via @sharethis #LA06'",LA06,3,2016,R
143,"b'We all develop ""preexisting conditions"" at some point. No one should be denied or priced out of coverage b/c of it. Period. #GrahamCasiddy https://t.co/b1L0i5gwlN'",GrahamCasiddy,94,2017,D
1,"b""#NJ's newest Congressman is now on twitter.  Please follow my friend from #Newark @RepDonaldPayne for 10th District news &amp; info.""",NJ Newark,6,2013,D
8,"b'After good weekend at community events in Salem, Atlantic &amp; Cape May counties, headed to Washington for votes. Have a good week #SouthJersey'",SouthJersey,0,2016,R
0,"b'This week, my House colleagues and I are working to #EndTrafficking'",EndTrafficking,0,2015,R
5,"b'From being a wedge issue to the Supreme Court, #LGBT #equality has seen its greatest growth in the past six years @HRC'",LGBT equality,4,2015,D
13,"b'Agree, this report is very disturbing. I stand in solidarity with my colleagues and our #immigrant communities. https://t.co/Qa98bOzTP4'",immigrant,4,2017,D
37,b'Americans are drowning in regulations https://t.co/2BCmekHpuT #BetterWay',BetterWay,25,2016,R
7,b'Thanks @ArtReachSTX &amp; local St. Croix Valley libraries &amp; booksellers for facilitating #NEABigRead community-wide book club! This year\xe2\x80\x99s book is \xe2\x80\x9cStation Eleven\xe2\x80\x9d by Emily St. John Mandel. Reading communally helps us connect with our neighbors &amp; inspires conversation &amp; discovery. https://t.co/HOGtkBSv3c',NEABigRead,0,2019,D
4,"b'HAPPENING NOW: \nI am hosting a telephone town hall on the #coronavirus pandemic with @SBAGov &amp; Massachusetts-based health experts. \nCall 855-614-0157 to participate, or listen live here:  https://t.co/UA48OlRlZr https://t.co/TPa8KBVDgP'",coronavirus,3,2020,D
0,"b""RT @davidnasim: Greer &amp; Simpsonville! RT with which new campus you're most excited about! #8morecampuses http://t.co/BBBzp274a7""",8morecampuses,36,2015,R
8,"b'Great News: Today only, @Uber delivering free flu shots thru #UberHEALTH. Glad they are helping people stay healthy. http://t.co/5MyrJgWgQf'",UberHEALTH,4,2014,D
237,b'Happy #LawEnforcementAppreciationDay! Thank you to our officers for bravely protecting us every day. #ProjectBlueLight https://t.co/kX8xRoBe1z',LawEnforcementAppreciationDay ProjectBlueLight,146,2017,R
5,b'I believe that we will win. Good luck Team #USA #USAvsPOR http://t.co/tc09yfTtHC',USA USAvsPOR,10,2014,R
1,b'ICYMI: @DeptVetAffairs receives another #GoldenFleeceAward https://t.co/o4oHhEWpcm https://t.co/K895VEd1yt',GoldenFleeceAward,1,2017,R
233,"b'We have a student loan debt crisis in our country and instead of working to make things better, Betsy Devos is making things worse for defrauded students and veterans who need relief. I\xe2\x80\x99m standing up for our #StudentsFirst, and protecting them from scams, fraud and abuse. https://t.co/Wtw0sl2fba'",StudentsFirst,66,2020,D
1,b'Happy #VeteransDay &amp; thank you to all who have served the greatest country on Earth. http://t.co/x8sBQoX1da',VeteransDay,3,2014,R
7,b'The bipartisan FREED Vets Act ensures eligible disabled veterans receive the student loan relief they have earned through their service and sacrifice. #PA17 https://t.co/trlmU1HMAX',PA17,1,2019,D
1,"b""Did you hear about the ex-Miami #Dolphin player swimming to safety in the open ocean? #ROC's own Rob #Konrad http://t.co/qLKV6QjeX8""",Dolphin ROC Konrad,4,2015,D
9,"b'Congrats Ashley on your winning app, Art Gallery! #CongressionalAppChallenge @HouseCAC15 https://t.co/0PaCMH3x6j https://t.co/8Ugb5QFR01'",CongressionalAppChallenge,4,2016,D
1,"b""Hope #SouthJersey is enjoying the weekend. Don't miss my interview on PBS @NewsHour tonight on sports-betting. Check listings for time""",SouthJersey,3,2015,R
148,"b""Welcome to the Senate Ag Committee, @SenTinaSmith! With the 2018 #FarmBill around the corner, it's an exciting time to be a part of @SenateAgDems. Looking forward to working with you to support our farmers, families, &amp; rural communities!""",FarmBill,29,2018,D
4,"b""I hope Congress heeds Speaker Boehner\xe2\x80\x99s advice on Pope's address: listen, open our hearts to his message &amp; reflect on his example. #PopeInDC""",PopeInDC,2,2015,D
14,"b'One year ago yesterday, Hurricane Maria devastated Puerto Rico and the US Virgin Islands. Now, after the more than 3,000 Americans have died, there are still thousands without adequate food, water or power. We must do better. We must #StandWithPuertoRico\n\nhttps://t.co/AZFOcWSkJl'",StandWithPuertoRico,6,2018,D
28,"b'It was an honor to host @SECNAV Kenneth Braithwaite in Alaska this week, several decades after he first set foot on Adak Island early in his #Navy career. It was a prime opportunity for him to witness all Alaska has to offer to the @USNavy and to our larger national defense. https://t.co/hExDUUlpq9'",Navy,8,,R
6,"b'Yes, I do aspire to be a nerd. Thank you all for your support. #SOPA'",SOPA,36,2011,D
1,"b'In this \xe2\x80\x9cMichele\xe2\x80\x99s Corner\xe2\x80\x9d video I answer a question from Lyle in Hugo, MN about @RepRonPaul\xe2\x80\x99s #AuditTheFed bill http://t.co/yH7fOjzX #tcot'",AuditTheFed tcot,9,2012,R
2749,"b""The Chinese Communist Party is silencing journalists and policy analysts by having #ICAO block numerous Twitter accounts. I sent a letter to ICAO's Secretary General demanding an end to censorship and urging coordination with #Taiwan immediately. https://t.co/fEzjvxT7DO""",ICAO Taiwan,1512,2020,R
14,"b'Happy to announce nearly $550,000 in renewable-energy &amp; energy-efficiency investments/improvements grants for #IA01. These USDA Rural Development grants are a long-term investment in the health &amp; sustainability of rural small businesses and ag. producers. https://t.co/E4RDxzixH0'",IA01,3,,D
283,b'Mitch McConnell and Kevin McCarthy: The House must stand against the toxic #BDS movement by passing the bill I passed out of the Senate earlier this year - The Washington Post https://t.co/NaNAZ4599Z',BDS,104,2019,R
0,b'Be sure to catch the latest addition of my E-Newsletter. It will go out soon. Sign up here. #idpol http://t.co/YIhHDYNq6d',idpol,0,2013,R
0,b'No sign that the fever will break as House extremists push government #shutdown bill that is DOA in the Senate.',shutdown,1,2013,D
1,b'We learned a lot about #Benghazi yesterday-- it was preventable and never about a video as claimed. #idpol @NBCNews http://t.co/NVzK3NYskt',Benghazi idpol,2,2014,R
6,"b'Exciting day for our farmers, ranchers, and consumers in #GA12, in the state of Georgia, and throughout the nation. Thank you @POTUS for signing the #2018FarmBill into law today and for your continued commitment to rural America! Full thoughts here \xe2\x86\x92 https://t.co/SYyCfsP7q8'",GA12 2018FarmBill,3,2018,R
1,b'Happy to have joined @LeadLancaster to discuss #PaEducation today at the Willow Street campus of @Lancaster_CTC. http://t.co/k0y5g4uheW',PaEducation,0,2014,R
2,b'On Floor to recognize #CameronCounty #Emporium #Mayor Bruno Carnovale on his upcoming retirement after more than 50 years of #service',CameronCounty Emporium Mayor service,2,2018,R
1,b'The city of #Fullerton is hosting its grocery distribution program tomorrow. Residents can pick up a box of shelf-stable food every Thursday from 3-4:30pm at the Fullerton Community Center. More info below. https://t.co/wKvdD2qbdB',Fullerton,1,,D
0,"b'What has the House done #4jobs? LIKE my @facebook page: http://t.co/E67JVWEk & track the jobs bills in the ""Track Jobs Legislation"" tab'",4jobs,1,2011,R
196,b'Climate denial is alive &amp; well &amp; funded by @exxonmobil. \n\n@USChamber is tied for worst climate obstructor. \n\nA true rogues gallery. \n\nLies and money are the tools. #ChamberofCarbon https://t.co/Sgcaa2nh8w',ChamberofCarbon,107,2019,D
85,"b'While the world has been watching the latest regarding the #COVID19 #coronavirus global #pandemic, there are other important news stories getting buried. This is one of them. https://t.co/OHpD9xAuY9'",COVID19 coronavirus pandemic,34,2020,R
19,"b'Congrats @UWofTC Award Recipients, including Wade from our team for #LIVEUNITED award! -Team Clark #therippleeffect https://t.co/kVilPC1jk1'",LIVEUNITED therippleeffect,12,2016,D
332,"b""Here's @SenRonJohnson statement on @POTUS  #ParisAgreement decision--&gt; https://t.co/17Z4mqSYcH""",ParisAgreement,133,2017,R
71,b'My heart breaks for their families but I continue to hope and pray that they will soon return home! #BBOG https://t.co/HoRTJTqCTi',BBOG,33,2018,D
10,b'Today I addressed the Plattsburgh @Rotary Club to provide an update on our important results this Congress. I appreciated our wide-ranging discussion and look forward to continuing to partner with Plattsburgh Rotary on their important work for Clinton County. #NY21 https://t.co/HDwiryeC31',NY21,4,2018,R
0,b'February is #AmericanHeartMonth. Get more information on steps you can take for a healthier #heart: http://t.co/2duD1Rl8Ze',AmericanHeartMonth heart,0,2013,R
15,"b'On #VeteransDay we pause and reflect on the enormous debt of gratitude we owe those brave men and women who have served our nation. Their service has ensured that we remain what President Lincoln called, \xe2\x80\x9cthe last best hope of Earth.\xe2\x80\x9d Thank you to all of our veterans! https://t.co/yEHLrTmMri'",VeteransDay,2,2018,R
31589,b'Our democracy should work for everyone. House Democrats have passed a bill that would fix it through:\n\n- Automatic voter registration\n- Early voting everywhere\n- Public election financing\n- An end to gerrymandering\n\nCall your senators and ask them to support #HR1: (202) 224-3121',HR1,8881,2019,D
5,"b'#TeamHorsford helped welcome Steinberg Diagnostic Medical Imaging to #NV04, providing our community with access to quality and accurate imaging services. https://t.co/6x69bFjfmo'",TeamHorsford NV04,3,,D
0,"b""RT @RepAnthonyBrown: This bill strengthens #SocialSecurity, which has kept millions of seniors out of poverty. It's crucial we not only pre\xe2\x80\xa6""",SocialSecurity,23,2019,D
5,b'.@USAID Director @rajshah discussing how the #USAfricaSummit was a proactive approach to Africa. #EyesonAfrica http://t.co/li4jlwb0Zy',USAfricaSummit EyesonAfrica,8,2014,D
60,b'Today is #NationalDoctorsDay. We owe a debt of gratitude to the brave and dedicated doctors and health care workers on the frontlines who are risking their lives as they fight COVID-19. Thank you for all that you do each day.',NationalDoctorsDay,15,2020,D
0,b'Proud 2 stand behind Tom Perez &amp; lead letter 2 @SenatorReid &amp; Sen McConnell urging them 2 #ConfirmTom as Labor Sec. http://t.co/iuZoqVaC0b',ConfirmTom,0,2013,D
24,"b""I'm pleased to share the three winners of the #IA03 Photo Contest!\n\nAaron R. from Ankeny, whose photo from Ringgold County will be my new Facebook cover photo. https://t.co/ueXP2aK1NT""",IA03,4,2020,D
34097,"b'Thank you, @AdyBarkan for your courage and for all that you do to ensure a more just, more equal America. #DemConvention https://t.co/JDqhwK719L'",DemConvention,6759,,D
1,b'Thanks for the help Books...yer my favorite \xf0\x9f\x98\x89 #outdoordecor #notmyforte https://t.co/xsRhO88KCl',outdoordecor notmyforte,0,2016,R
0,"b""I'm on Fox Business America's Nightly Scorecard@7pm ET tonight. Topics debt ceiling & healthcare. #debt #healthcare""",debt healthcare,0,2011,R
7,"b'A flash flood warning is in effect on the Central Coast. Stay safe, and do not attempt to walk or drive through moving water. Go to https://t.co/zuCUex63G4 or https://t.co/JULT8lDfeD for  the latest information on road closures and weather incidents. #805strong https://t.co/DpV47IlpgK'",805strong,4,2018,D
3,b'Today is #RuralHealthDay. We must ensure the more than 62M Americans living in rural communities have access to care. #powerofrural',RuralHealthDay powerofrural,0,2015,D
5,b'Saluting all members of Law Enforcement at home today. Thank you for what you do. #sctweets',sctweets,3,2015,R
64,"b'Happy 100th birthday to Michigan State Parks. Remember, you\xe2\x80\x99re never more than an hour from a state park!\n#MIStateParks100 https://t.co/kafylaVM2Y'",MIStateParks100,11,2019,D
267,"b'Today, we remain focused on making sure our state and our residents recover. Since January, @FLSERT has awarded more than $500M to communities recovering from #Irma &amp; $150M for our citrus industry with more coming every day.'",Irma,48,2019,R
1,"b'Overall, the Chairman\xe2\x80\x99s mark better addresses our future readiness challenges. It accelerates the 355-ship navy and the expected projection forces our nation so desperately needs.  #FY19NDAA'",FY19NDAA,2,2018,R
6,"b""Fort Lauderdale Gets Its Day in the Sun. #Sayfie  #God'sCountry #VeniceofAmerica https://t.co/w0S4x2eIE2""",Sayfie God VeniceofAmerica,2,2017,R
55,b'TEXAS REOPENING SAFELY \nInfection rate of positive Covid-19 cases:\n\xf0\x9f\x94\xb9Down 2/3 from its peak in April.\n\xf0\x9f\x94\xb9Down 15% since @GovAbbott began reopening Texas. \n\n#TexasReopensSafely https://t.co/us7kMsxJNE',TexasReopensSafely,28,2020,R
4,"b""I was the first female member of Congress to endorse @realDonaldTrump, a surrogate for him in the 2016 campaign, and a member of his administration at @HHSGov. If you support our president, I hope you'll support me for Lt. Governor. #ncpol #MakeHealthcareWorkAgain https://t.co/NfDa7oqXAr""",ncpol MakeHealthcareWorkAgain,3,2020,R
2,"b'Yesterday, I continued my congressional hurricane prep at the Miami-Dade Office of Emergency Management, where I received a hurricane preparedness briefing and a tour of the facility. As I am fighting for resources in Congress, we are getting ready on the ground in #FL26. https://t.co/LdtQ31nifV'",FL26,0,2019,D
18,b'#America is 1 of only 7 countries that allow elective #abortions after 20 weeks. We must do better....#TheyFeelPain. https://t.co/a8d9ShxzPY',America abortions TheyFeelPain,7,2017,R
0,"b""RT @KarenSibertMD: US Rep Brownley cares about veterans' health &amp; high quality physician-led care! @JuliaBrownley26 #ASAWLC #SafeVACare htt\xe2\x80\xa6""",ASAWLC SafeVACare,7,2016,D
5,b'Historic tax credits at work in South Buffalo @SavingPlaces @PreserveBN @Schneider_Serv #HTC https://t.co/Uj8wF7YmkP',HTC,0,2018,D
6,b'Joining @jaketapper live on @CNNSotu in a few minutes. Tune in! \n\n#FlaPol #CNNSOTU https://t.co/lEM5yLgNEF',FlaPol CNNSOTU,1,2020,D
25,"b'ICE agents do NOT belong in our courtrooms. For too long, ICE has used this practice to harass witnesses and victims of crime. \n\nProud of lawmakers in my state who voted to block courthouse arrests by ICE agents without judicial warrants. #AbolishICE  https://t.co/REaQbM0Hhf'",AbolishICE,9,2020,D
0,"b'A decade ago, there was no evidence of massive voter fraud- there remains little evidence of voter fraud: http://t.co/rOm1CjLO #VoteReady'",VoteReady,0,2012,D
0,"b""RT @AustinScottGA08: In case you missed it, we have kicked off #GA08's 2018 Congressional App Challenge, which engages middle and high scho\xe2\x80\xa6""",GA08,7,2018,R
3,"b""Enjoyed the opportunity to volunteer at the @BRAFB in Verona today! They're doing great work serving folks in #VA06. http://t.co/xudKGqzbeU""",VA06,2,2015,R
212,"b'#DAPL &amp; #Keystone were rejected once by power of the ppl. What worked before can work again, if ppl are loud enough! https://t.co/LYSwEozWXp'",DAPL Keystone,147,2017,D
11,"b""Met w/ Richard Spencer, @realDonaldTrump's choice for @SECNAV. We're committed to help @USNavy get #355Ships! https://t.co/roEDCR68eD https://t.co/SMrHjf2hIj""",355Ships,1,2017,R
5,b'I just spoke on the House floor to recognize #ChildhoodCancerAwarenessMonth and one of my favorite constituents https://t.co/Ks6PxCXSzr',ChildhoodCancerAwarenessMonth,1,2016,R
57,"b'.@EWErickson: \xe2\x80\x9cDarrell Issa is the only conservative in #CA50 who can be trusted to work with @realDonaldTrump to enact his agenda: he\xe2\x80\x99ll help the President #BuildTheWall, stop sanctuary city policies, and protect the lives of the unborn.\xe2\x80\x9d #MAGA #KAG'",CA50 BuildTheWall MAGA KAG,24,2020,R
0,b'Great to see the lit @uscapitol Christmas Tree. #MerryChristmas http://t.co/6qiZqrpi',MerryChristmas,0,2012,R
2,"b'For #FMLA22, RT to thank all the employers that #LeadOnLeave &amp; provide #paidleave to workers. Good for biz, families &amp; the econ'",FMLA22 LeadOnLeave paidleave,5,2015,D
60,"b""Thank you to our doctors and health care workers who are on the front lines of the fight against #COVID19 working to keep Americans safe. I'm especially thankful for the great work of @UNMC, @NebraskaMed &amp; all the hospitals in #NE combatting this pandemic. #NationalDoctorsDay""",COVID19 NE NationalDoctorsDay,29,2020,R
5,b'Here are three UW grads at the alumni brat fry in #Sheboygan last week before watching the Badgers beat Nebraska.\n\nI predict the same today against Purdue. What do you think? https://t.co/xd0MA3fHui',Sheboygan,1,2019,R
4317,"b'#BREAKING: During today\xe2\x80\x99s @OversightDems hearing on #COVID19, the @CDCgov director pledged to cover the cost of #coronavirus treatment for the uninsured \xe2\xac\x87\xef\xb8\x8f https://t.co/wOW1Dg574r'",BREAKING COVID19 coronavirus,1328,2020,D
443,b'My thanks to the @conserv_tribune for ensuring the story of Otis McDonald continues to be heard: https://t.co/OadTpWmole #tcot #bcot #ccot #BlackTwitter #NRA #2A',tcot bcot ccot BlackTwitter NRA 2A,188,2018,R
0,b'Thank you for your leadership @MacTXPress. Proud to support #NDAA today. https://t.co/5s8dXMOOMt',NDAA,3,2015,R
7093,b'That\xe2\x80\x99s our Speaker. #SOTU2020 https://t.co/kKtA1laTt8',SOTU2020,1188,2020,D
3,"b'Thanks to the #TaxCutsandJobsAct, @Starbucks will be boosting worker pay and expanding benefits! https://t.co/OB6WzEWxEv'",TaxCutsandJobsAct,2,2018,R
13,"b'This morning I met with Phil Collins, Senior Pastor at Dayspring Church in Greensboro. He\xe2\x80\x99s got an innovative and practical approach to secure places of worship from outside threats. \n\nWe need an entrepreneurial spirit like his to take on tough challenges. #NC13 https://t.co/KAp2EQ387T'",NC13,1,2020,R
70,b'Proud to stand on the right side of history &amp; with my colleagues to introduce the #EqualityAct. LGBT Americans should never face prejudice.',EqualityAct,17,2017,D
0,b'How will #ImmigrationReform affect you? share your story w/ @HouseDemocrats https://t.co/mfnFzXS6gK #TheTimeIsNow #ReformaMigratoria',ImmigrationReform TheTimeIsNow ReformaMigratoria,6,2013,D
9,b'State &amp; #LocalGov are facing unprecedented budget shortfalls that will likely lead to devastating cuts to public education. @HouseDemocrats passed the #HeroesAct 9\xef\xb8\x8f\xe2\x83\xa3 weeks ago to prevent these cuts &amp; help schools #ReopenSafely. \n\n@SenateGOP must take action NOW! #PassTheHEROESAct https://t.co/oXYX717eta',LocalGov HeroesAct ReopenSafely PassTheHEROESAct,2,2020,D
0,b'My meetings for the week of 2/23. Thanks to all the #Arkansans who made the trip to #Washington this week: https://t.co/TSBWq2UJc8',Arkansans Washington,5,2015,R
10,b'Went live on Facebook a few moments ago with @RepPressley &amp; @ilhan to discuss how @HouseDemocrats just passed two more bills to #EndTheShutdown #ForThePeople https://t.co/Q4d1BTjrYb',EndTheShutdown ForThePeople,5,2019,D
1,"b'#Ebola patient flew from #CLE to Dallas on Frontier 1143 Mon eve. If concerned you may have been exposed, contact CDC at 1-800-CDC-INFO.'",Ebola CLE,7,2014,R
1301,"b'\xe2\x80\x9cOne of the main promises of the USMCA is that it will increase dairy market access across the U.S., Mexico and Canada.\nThis is critical to Virginia farmers.""\n\nhttps://t.co/u4h6LYumtb\n\nI agree with @toddhaymore, Virginia and #VA05 need the #USMCA. #PassUSMCA https://t.co/RGhgOZkjS2'",VA05 USMCA PassUSMCA,296,2019,R
17,"b""Happy National Women's Health Week! I want to remind all of the women who are so used to taking care of everybody else, to also take care of yourself. Get screened, make sure you put on sunblock, eat well and don't smoke! #NWHW https://t.co/T3w1f9aSjW""",NWHW,2,2019,D
2,b'Just spoke on #HR1335 to help our commercial and recreational fishermen! Check out my speech here: https://t.co/OUIfKtf4az @NatResources',HR1335,5,2015,R
3,b'#LoveWins http://t.co/7LA9LKC7Gb',LoveWins,3,2015,D
20,b'Democrats in the Senate continue to block a bill to fund the Government. #schumershutdown',schumershutdown,17,2018,R
2,"b'#OTD in 1790, the @uscoastguard was established by Congress. Happy 225th birthday and thank you for your service! #onthisday'",OTD onthisday,2,2015,R
